Timestamp,Mode,Source,Destination,Duration (mins)
2025-03-23 19:38:50,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:38:50,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:38:50,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:38:50,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:38:50,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:38:50,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:38:50,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:38:50,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:39:51,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:39:51,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:39:51,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:39:51,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:39:51,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:39:51,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:39:51,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:39:51,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:39:51,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:39:51,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:39:51,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:39:51,TRANSIT,Uppal Stadium,Ameerpet,39
2025-03-23 19:39:51,TRANSIT,Uppal Stadium,Punjagutta,40
2025-03-23 19:39:51,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:39:51,TRANSIT,Uppal Stadium,Nanakramguda,110
2025-03-23 19:39:51,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:39:51,TRANSIT,Uppal Stadium,Nallagandla,111
2025-03-23 19:39:51,TRANSIT,Uppal Stadium,Khairatabad,54
2025-03-23 19:39:51,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:39:51,TRANSIT,Uppal Stadium,JNTU Kukatpally,70
2025-03-23 19:39:51,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:39:51,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:39:51,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:39:51,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:39:51,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:39:51,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:39:51,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:39:51,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:39:51,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:39:51,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:40:52,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:40:52,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:40:52,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:40:52,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:40:52,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:40:52,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:40:52,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:40:52,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:40:52,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:40:52,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:40:52,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:40:52,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:40:52,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:40:52,TRANSIT,Uppal Stadium,Khairatabad,53
2025-03-23 19:40:52,TRANSIT,Uppal Stadium,Ameerpet,38
2025-03-23 19:40:52,TRANSIT,Uppal Stadium,Nanakramguda,111
2025-03-23 19:40:52,TRANSIT,Uppal Stadium,JNTU Kukatpally,71
2025-03-23 19:40:52,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:40:52,TRANSIT,Uppal Stadium,Punjagutta,39
2025-03-23 19:40:52,TRANSIT,Uppal Stadium,Nallagandla,111
2025-03-23 19:40:52,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:40:52,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:40:52,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:40:52,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:40:52,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:40:52,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:40:52,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:40:52,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:40:52,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:40:52,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:41:53,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:41:53,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:41:53,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:41:53,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:41:53,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:41:53,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:41:53,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:41:53,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:41:53,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:41:53,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:41:53,TRANSIT,Uppal Stadium,Nanakramguda,111
2025-03-23 19:41:53,TRANSIT,Uppal Stadium,Ameerpet,38
2025-03-23 19:41:53,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:41:53,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:41:53,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:41:53,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:41:53,TRANSIT,Uppal Stadium,Punjagutta,39
2025-03-23 19:41:53,TRANSIT,Uppal Stadium,JNTU Kukatpally,71
2025-03-23 19:41:53,TRANSIT,Uppal Stadium,Khairatabad,53
2025-03-23 19:41:53,TRANSIT,Uppal Stadium,Nallagandla,111
2025-03-23 19:41:53,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:41:53,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:41:53,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:41:53,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:41:53,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:41:53,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:41:53,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:41:53,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:41:53,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:41:53,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:42:54,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:42:54,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:42:54,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:42:54,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:42:54,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:42:54,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:42:54,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:42:54,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:42:54,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:42:54,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:42:54,TRANSIT,Uppal Stadium,Nanakramguda,111
2025-03-23 19:42:54,TRANSIT,Uppal Stadium,Punjagutta,39
2025-03-23 19:42:54,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:42:54,TRANSIT,Uppal Stadium,Khairatabad,53
2025-03-23 19:42:54,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:42:54,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:42:54,TRANSIT,Uppal Stadium,JNTU Kukatpally,71
2025-03-23 19:42:54,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:42:54,TRANSIT,Uppal Stadium,Ameerpet,38
2025-03-23 19:42:54,TRANSIT,Uppal Stadium,Nallagandla,111
2025-03-23 19:42:54,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:42:54,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:42:54,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:42:54,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:42:54,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:42:54,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:42:54,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:42:54,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:42:54,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:42:54,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:43:56,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:43:56,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:43:56,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:43:56,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:43:56,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:43:56,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:43:56,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:43:56,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:43:56,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:43:56,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:43:56,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:43:56,TRANSIT,Uppal Stadium,Nanakramguda,111
2025-03-23 19:43:56,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:43:56,TRANSIT,Uppal Stadium,Khairatabad,55
2025-03-23 19:43:56,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:43:56,TRANSIT,Uppal Stadium,Ameerpet,38
2025-03-23 19:43:56,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:43:56,TRANSIT,Uppal Stadium,Punjagutta,40
2025-03-23 19:43:56,TRANSIT,Uppal Stadium,Nallagandla,111
2025-03-23 19:43:56,TRANSIT,Uppal Stadium,JNTU Kukatpally,71
2025-03-23 19:43:56,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:43:56,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:43:56,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:43:56,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:43:56,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:43:56,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:43:56,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:43:56,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:43:56,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:43:56,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:44:57,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:44:57,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:44:57,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:44:57,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:44:57,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:44:57,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:44:57,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:44:57,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:44:57,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:44:57,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:44:57,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:44:57,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:44:57,TRANSIT,Uppal Stadium,Khairatabad,55
2025-03-23 19:44:57,TRANSIT,Uppal Stadium,Ameerpet,38
2025-03-23 19:44:57,TRANSIT,Uppal Stadium,Nanakramguda,111
2025-03-23 19:44:57,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:44:57,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:44:57,TRANSIT,Uppal Stadium,Punjagutta,40
2025-03-23 19:44:57,TRANSIT,Uppal Stadium,Nallagandla,111
2025-03-23 19:44:57,TRANSIT,Uppal Stadium,JNTU Kukatpally,71
2025-03-23 19:44:57,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:44:57,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:44:57,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:44:57,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:44:57,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:44:57,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:44:57,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:44:57,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:44:57,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:44:57,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:45:58,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:45:58,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:45:58,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:45:58,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:45:58,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:45:58,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:45:58,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:45:58,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:45:58,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:45:58,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:45:58,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:45:58,TRANSIT,Uppal Stadium,Khairatabad,55
2025-03-23 19:45:58,TRANSIT,Uppal Stadium,Ameerpet,38
2025-03-23 19:45:58,TRANSIT,Uppal Stadium,Nanakramguda,111
2025-03-23 19:45:58,TRANSIT,Uppal Stadium,Punjagutta,40
2025-03-23 19:45:58,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:45:58,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:45:58,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:45:58,TRANSIT,Uppal Stadium,JNTU Kukatpally,71
2025-03-23 19:45:58,TRANSIT,Uppal Stadium,Nallagandla,111
2025-03-23 19:45:58,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:45:58,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:45:58,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:45:58,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:45:58,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:45:58,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:45:58,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:45:58,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:45:58,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:45:58,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:46:59,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:46:59,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:46:59,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:46:59,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:46:59,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:46:59,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:46:59,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:46:59,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:46:59,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:46:59,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:46:59,TRANSIT,Uppal Stadium,Ameerpet,38
2025-03-23 19:46:59,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:46:59,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:46:59,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:46:59,TRANSIT,Uppal Stadium,JNTU Kukatpally,71
2025-03-23 19:46:59,TRANSIT,Uppal Stadium,Punjagutta,40
2025-03-23 19:46:59,TRANSIT,Uppal Stadium,Nanakramguda,111
2025-03-23 19:46:59,TRANSIT,Uppal Stadium,Khairatabad,55
2025-03-23 19:46:59,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:46:59,TRANSIT,Uppal Stadium,Nallagandla,111
2025-03-23 19:46:59,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:46:59,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:46:59,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:46:59,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:46:59,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:46:59,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:46:59,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:46:59,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:46:59,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:46:59,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:48:00,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:48:00,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:48:00,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:48:00,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:48:00,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:48:00,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:48:00,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:48:00,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:48:00,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:48:00,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:48:00,TRANSIT,Uppal Stadium,Nanakramguda,109
2025-03-23 19:48:00,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:48:00,TRANSIT,Uppal Stadium,Ameerpet,38
2025-03-23 19:48:00,TRANSIT,Uppal Stadium,Punjagutta,39
2025-03-23 19:48:00,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:48:00,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:48:00,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:48:00,TRANSIT,Uppal Stadium,JNTU Kukatpally,70
2025-03-23 19:48:00,TRANSIT,Uppal Stadium,Khairatabad,53
2025-03-23 19:48:00,TRANSIT,Uppal Stadium,Nallagandla,101
2025-03-23 19:48:00,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:48:00,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:48:00,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:48:00,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:48:00,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:48:00,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:48:00,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:48:00,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:48:00,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:48:00,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:49:02,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:49:02,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:49:02,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:49:02,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:49:02,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:49:02,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:49:02,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:49:02,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:49:02,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:49:02,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:49:02,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:49:02,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:49:02,TRANSIT,Uppal Stadium,JNTU Kukatpally,70
2025-03-23 19:49:02,TRANSIT,Uppal Stadium,Punjagutta,39
2025-03-23 19:49:02,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:49:02,TRANSIT,Uppal Stadium,Nanakramguda,109
2025-03-23 19:49:02,TRANSIT,Uppal Stadium,Ameerpet,38
2025-03-23 19:49:02,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:49:02,TRANSIT,Uppal Stadium,Khairatabad,53
2025-03-23 19:49:02,TRANSIT,Uppal Stadium,Nallagandla,101
2025-03-23 19:49:02,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:49:02,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:49:02,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:49:02,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:49:02,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:49:02,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:49:02,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:49:02,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:49:02,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:49:02,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:50:03,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:50:03,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:50:03,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:50:03,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:50:03,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:50:03,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:50:03,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:50:03,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:50:03,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:50:03,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:50:03,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:50:03,TRANSIT,Uppal Stadium,Nanakramguda,109
2025-03-23 19:50:03,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:50:03,TRANSIT,Uppal Stadium,Ameerpet,38
2025-03-23 19:50:03,TRANSIT,Uppal Stadium,Punjagutta,39
2025-03-23 19:50:03,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:50:03,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:50:03,TRANSIT,Uppal Stadium,Nallagandla,101
2025-03-23 19:50:03,TRANSIT,Uppal Stadium,JNTU Kukatpally,70
2025-03-23 19:50:03,TRANSIT,Uppal Stadium,Khairatabad,53
2025-03-23 19:50:03,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:50:03,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:50:03,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:50:03,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:50:03,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:50:03,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:50:03,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:50:03,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:50:03,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:50:03,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:51:04,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:51:04,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:51:04,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:51:04,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:51:04,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:51:04,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:51:04,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:51:04,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:51:04,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:51:04,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:51:04,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:51:04,TRANSIT,Uppal Stadium,Nanakramguda,109
2025-03-23 19:51:04,TRANSIT,Uppal Stadium,Ameerpet,38
2025-03-23 19:51:04,TRANSIT,Uppal Stadium,CBS,43
