Timestamp,Mode,Source,Destination,Duration (mins)
2025-03-23 19:29:38,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:29:38,TRANSIT,Uppal Stadium,Nanakramguda,112
2025-03-23 19:29:38,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:29:38,TRANSIT,Uppal Stadium,JNTU Kukatpally,69
2025-03-23 19:29:38,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:29:38,TRANSIT,Uppal Stadium,Punjagutta,38
2025-03-23 19:29:38,TRANSIT,Uppal Stadium,Khairatabad,52
2025-03-23 19:29:38,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:29:38,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:29:38,TRANSIT,Uppal Stadium,Ameerpet,38
2025-03-23 19:29:38,TRANSIT,Uppal Stadium,Nallagandla,111
2025-03-23 19:29:38,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:29:38,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:29:38,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:29:38,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:29:38,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:29:38,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:29:38,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:29:38,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:29:38,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:29:38,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:30:39,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:30:39,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:30:39,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:30:39,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:30:39,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:30:39,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:30:39,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:30:39,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:30:39,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:30:39,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:30:39,TRANSIT,Uppal Stadium,Nanakramguda,110
2025-03-23 19:30:39,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:30:39,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:30:39,TRANSIT,Uppal Stadium,Ameerpet,39
2025-03-23 19:30:39,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:30:39,TRANSIT,Uppal Stadium,Punjagutta,38
2025-03-23 19:30:39,TRANSIT,Uppal Stadium,Khairatabad,52
2025-03-23 19:30:39,TRANSIT,Uppal Stadium,JNTU Kukatpally,70
2025-03-23 19:30:39,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:30:39,TRANSIT,Uppal Stadium,Nallagandla,101
2025-03-23 19:30:39,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:30:39,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:30:39,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:30:39,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:30:39,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:30:39,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:30:39,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:30:39,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:30:39,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:30:39,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:31:41,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:31:41,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:31:41,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:31:41,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:31:41,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:31:41,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:31:41,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:31:41,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:31:41,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:31:41,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:31:41,TRANSIT,Uppal Stadium,Nanakramguda,110
2025-03-23 19:31:41,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:31:41,TRANSIT,Uppal Stadium,Ameerpet,39
2025-03-23 19:31:41,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:31:41,TRANSIT,Uppal Stadium,Khairatabad,52
2025-03-23 19:31:41,TRANSIT,Uppal Stadium,Punjagutta,38
2025-03-23 19:31:41,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:31:41,TRANSIT,Uppal Stadium,JNTU Kukatpally,70
2025-03-23 19:31:41,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:31:41,TRANSIT,Uppal Stadium,Nallagandla,101
2025-03-23 19:31:41,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:31:41,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:31:41,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:31:41,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:31:41,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:31:41,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:31:41,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:31:41,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:31:41,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:31:41,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:32:42,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:32:42,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:32:42,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:32:42,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:32:42,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:32:42,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:32:42,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:32:42,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:32:42,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:32:42,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:32:42,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:32:42,TRANSIT,Uppal Stadium,Ameerpet,39
2025-03-23 19:32:42,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:32:42,TRANSIT,Uppal Stadium,Nanakramguda,110
2025-03-23 19:32:42,TRANSIT,Uppal Stadium,Punjagutta,38
2025-03-23 19:32:42,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:32:42,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:32:42,TRANSIT,Uppal Stadium,JNTU Kukatpally,70
2025-03-23 19:32:42,TRANSIT,Uppal Stadium,Khairatabad,52
2025-03-23 19:32:42,TRANSIT,Uppal Stadium,Nallagandla,111
2025-03-23 19:32:42,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:32:42,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:32:42,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:32:42,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:32:42,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:32:42,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:32:42,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:32:42,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:32:42,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:32:42,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:33:43,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:33:43,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:33:43,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:33:43,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:33:43,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:33:43,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:33:43,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:33:43,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:33:43,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:33:43,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:33:43,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:33:43,TRANSIT,Uppal Stadium,Ameerpet,38
2025-03-23 19:33:43,TRANSIT,Uppal Stadium,Khairatabad,61
2025-03-23 19:33:43,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:33:43,TRANSIT,Uppal Stadium,Nanakramguda,110
2025-03-23 19:33:43,TRANSIT,Uppal Stadium,JNTU Kukatpally,70
2025-03-23 19:33:43,TRANSIT,Uppal Stadium,Punjagutta,41
2025-03-23 19:33:43,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:33:43,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:33:43,TRANSIT,Uppal Stadium,Nallagandla,111
2025-03-23 19:33:43,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:33:43,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:33:43,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:33:43,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:33:43,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:33:43,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:33:43,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:33:43,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:33:43,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:33:43,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:34:45,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:34:45,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:34:45,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:34:45,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:34:45,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:34:45,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:34:45,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:34:45,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:34:45,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:34:45,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:34:45,TRANSIT,Uppal Stadium,Ameerpet,38
2025-03-23 19:34:45,TRANSIT,Uppal Stadium,Punjagutta,41
2025-03-23 19:34:45,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:34:45,TRANSIT,Uppal Stadium,Nanakramguda,110
2025-03-23 19:34:45,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:34:45,TRANSIT,Uppal Stadium,Khairatabad,61
2025-03-23 19:34:45,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:34:45,TRANSIT,Uppal Stadium,JNTU Kukatpally,70
2025-03-23 19:34:45,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:34:45,TRANSIT,Uppal Stadium,Nallagandla,111
2025-03-23 19:34:45,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:34:45,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:34:45,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:34:45,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:34:45,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:34:45,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:34:45,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:34:45,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:34:45,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:34:45,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:35:46,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:35:46,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:35:46,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:35:46,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:35:46,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:35:46,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:35:46,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:35:46,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:35:46,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:35:46,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:35:46,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:35:46,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:35:46,TRANSIT,Uppal Stadium,Khairatabad,61
2025-03-23 19:35:46,TRANSIT,Uppal Stadium,Nanakramguda,110
2025-03-23 19:35:46,TRANSIT,Uppal Stadium,JNTU Kukatpally,70
2025-03-23 19:35:46,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:35:46,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:35:46,TRANSIT,Uppal Stadium,Ameerpet,38
2025-03-23 19:35:46,TRANSIT,Uppal Stadium,Punjagutta,38
2025-03-23 19:35:46,TRANSIT,Uppal Stadium,Nallagandla,111
2025-03-23 19:35:46,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:35:46,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:35:46,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:35:46,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:35:46,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:35:46,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:35:46,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:35:46,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:35:46,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:35:46,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:36:47,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:36:47,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:36:47,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:36:47,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:36:47,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:36:47,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:36:47,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:36:47,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:36:47,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:36:47,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:36:47,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:36:47,TRANSIT,Uppal Stadium,Ameerpet,38
2025-03-23 19:36:47,TRANSIT,Uppal Stadium,Punjagutta,38
2025-03-23 19:36:47,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:36:47,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:36:47,TRANSIT,Uppal Stadium,Nanakramguda,110
2025-03-23 19:36:47,TRANSIT,Uppal Stadium,Khairatabad,61
2025-03-23 19:36:47,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:36:47,TRANSIT,Uppal Stadium,Nallagandla,111
2025-03-23 19:36:47,TRANSIT,Uppal Stadium,JNTU Kukatpally,70
2025-03-23 19:36:47,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:36:47,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:36:47,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:36:47,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:36:47,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:36:47,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:36:47,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:36:47,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:36:47,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:36:47,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:37:48,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:37:48,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:37:48,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:37:48,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:37:48,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:37:48,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:37:48,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:37:48,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:37:48,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:37:48,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:37:48,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:37:48,TRANSIT,Uppal Stadium,Nanakramguda,110
2025-03-23 19:37:48,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:37:48,TRANSIT,Uppal Stadium,Punjagutta,38
2025-03-23 19:37:48,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:37:48,TRANSIT,Uppal Stadium,Ameerpet,38
2025-03-23 19:37:48,TRANSIT,Uppal Stadium,Khairatabad,61
2025-03-23 19:37:48,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:37:48,TRANSIT,Uppal Stadium,JNTU Kukatpally,70
2025-03-23 19:37:48,TRANSIT,Uppal Stadium,Nallagandla,111
2025-03-23 19:37:48,DRIVE,Uppal Stadium,Khairatabad,28
2025-03-23 19:37:48,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:37:48,DRIVE,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:37:48,DRIVE,Uppal Stadium,Punjagutta,32
2025-03-23 19:37:48,DRIVE,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:37:48,DRIVE,Uppal Stadium,Nanakramguda,64
2025-03-23 19:37:48,DRIVE,Uppal Stadium,Nallagandla,72
2025-03-23 19:37:48,DRIVE,Uppal Stadium,Parade Ground,19
2025-03-23 19:37:48,DRIVE,Uppal Stadium,CBS,25
2025-03-23 19:37:48,DRIVE,Uppal Stadium,Ameerpet,38
2025-03-23 19:38:50,TWO_WHEELER,Uppal Stadium,Parade Ground,19
2025-03-23 19:38:50,TWO_WHEELER,Uppal Stadium,Khairatabad,28
2025-03-23 19:38:50,TWO_WHEELER,Uppal Stadium,Ghatkesar ORR Toll,31
2025-03-23 19:38:50,TWO_WHEELER,Uppal Stadium,Ameerpet,38
2025-03-23 19:38:50,TWO_WHEELER,Uppal Stadium,Nallagandla,71
2025-03-23 19:38:50,TWO_WHEELER,Uppal Stadium,Punjagutta,32
2025-03-23 19:38:50,TWO_WHEELER,Uppal Stadium,CBS,24
2025-03-23 19:38:50,TWO_WHEELER,Uppal Stadium,JNTU Kukatpally,53
2025-03-23 19:38:50,TWO_WHEELER,Uppal Stadium,LB Nagar,19
2025-03-23 19:38:50,TWO_WHEELER,Uppal Stadium,Nanakramguda,64
2025-03-23 19:38:50,TRANSIT,Uppal Stadium,Ghatkesar ORR Toll,63
2025-03-23 19:38:50,TRANSIT,Uppal Stadium,Khairatabad,61
2025-03-23 19:38:50,TRANSIT,Uppal Stadium,Punjagutta,38
2025-03-23 19:38:50,TRANSIT,Uppal Stadium,Ameerpet,38
2025-03-23 19:38:50,TRANSIT,Uppal Stadium,Parade Ground,25
2025-03-23 19:38:50,TRANSIT,Uppal Stadium,Nanakramguda,110
2025-03-23 19:38:50,TRANSIT,Uppal Stadium,CBS,43
2025-03-23 19:38:50,TRANSIT,Uppal Stadium,LB Nagar,42
2025-03-23 19:38:50,TRANSIT,Uppal Stadium,JNTU Kukatpally,70
2025-03-23 19:38:50,TRANSIT,Uppal Stadium,Nallagandla,111
2025-03-23 19:38:50,DRIVE,Uppal Stadium,LB Nagar,21
2025-03-23 19:38:50,DRIVE,Uppal Stadium,Punjagutta,32
